Scenario,Model,K,Retrain,Training Time,Testing Time,Test P,Test R,Test A,Test F,Test AUC,Test MCC,Test B
SEA,GBDT,19,True,0.8179737459868193,36.47075547196437,0.15619694397283532,0.6052631578947368,0.9990786238246043,0.2483130904183536,0.8318990889314177,0.30716731622001986,0.0010619147970451124
AWE,GBDT,19,True,9.002891800017096,38.06046632595826,0.14898785425101216,0.6052631578947368,0.9990314798012673,0.23911630929174793,0.839333983011169,0.2999787795975,0.0011613816240583915
SEA,GBDT,20,True,0.8785147070302628,40.48187650600448,0.16134316134316135,0.696113074204947,0.9991335354563536,0.261968085106383,0.9129443858766442,0.3348691784280515,0.0010185688073464769
AWE,GBDT,20,True,9.914420943998266,40.93071990302997,0.15190839694656488,0.7031802120141343,0.9990671845678761,0.24984306340238543,0.9156828552211196,0.3265595043044428,0.001130912342677571
SEA,GBDT,21,True,1.475930454034824,42.005487433983944,0.16052416052416052,0.5816023738872403,0.9990746633949219,0.25160462130937095,0.8697671964203864,0.3052303547082644,0.0010769710778747406
AWE,GBDT,21,True,18.15437435597414,43.64297807100229,0.15449010654490106,0.6023738872403561,0.9990119690623309,0.24591156874621442,0.8857269545613495,0.3047302522007943,0.0011644985459744641
SEA,GBDT,22,True,1.0557518450077623,46.79709001298761,0.18714689265536724,0.7085561497326203,0.9990540526337126,0.29608938547486036,0.9144024855774192,0.3638465972470877,0.0011351255299356076
AWE,GBDT,22,True,13.15971229202114,47.79262670798926,0.18627450980392157,0.7112299465240641,0.9990465451149326,0.295227524972253,0.932230303741375,0.3636809103952338,0.0011779469824915402
SEA,GBDT,23,True,1.1867649619816802,47.1309786310303,0.17603249830737983,0.6788511749347258,0.9989842721362349,0.27956989247311825,0.8819314634812506,0.3453609055200987,0.0011673227615040048
AWE,GBDT,23,True,13.29650604602648,48.43267233896768,0.17473118279569894,0.6788511749347258,0.9989759340716816,0.2779262426509888,0.8828661086688226,0.34407920484703486,0.0012340430574675227
SEA,GBDT,24,True,1.3150973260053433,50.187460078974254,0.1517561298873426,0.6058201058201058,0.9989849309483118,0.24271330153683093,0.9039849520815241,0.3028775397866383,0.0011784850341406727
AWE,GBDT,24,True,14.540165585989598,52.76377474999754,0.147077713551702,0.6058201058201058,0.9989508348570024,0.23669250645994833,0.8951935328508434,0.2981606372853211,0.001281687737550636
