Model,Training Period,Testing Period,Test P,Test R,Test A,Test F,Test AUC,Test MCC,Test B
RF,18,19,0.12300828553218611,0.6348684210526315,0.9987701199525914,0.20608649225840897,0.8614105192903037,0.27909817635761563,0.0016887012769038416
RF,18,20,0.12374779021803183,0.7420494699646644,0.9987822660467672,0.21212121212121215,0.9192120926390233,0.30272270406201635,0.0016411617814532109
RF,18,21,0.12410501193317422,0.6172106824925816,0.9987326221626847,0.20665673124689518,0.8876259446930364,0.2763895194398541,0.001727798687304405
RF,18,22,0.1569532602423543,0.7272727272727273,0.9988265748146768,0.258186995728524,0.9176495390084742,0.3375202849703757,0.0016669730693401664
RF,18,23,0.1338506304558681,0.720626631853786,0.9985650948909647,0.22576687116564417,0.8862269760717578,0.31018807279912763,0.0018142377848389976
RF,18,24,0.10065934065934067,0.6058201058201058,0.9984408141578337,0.17263475310968715,0.913497334354506,0.24651785054202502,0.0018268841772522023
RF,18,25,0.09660297239915075,0.6920152091254753,0.9983000801812993,0.1695388914764788,0.9314035350001449,0.2581482476703698,0.0021708759572940228
RF,18,26,0.15436241610738255,0.6852886405959032,0.998329454507644,0.25196850393700787,0.9110725536642088,0.32474032775791284,0.00236007047551477
RF,18,27,0.11114808652246257,0.5699658703071673,0.9980226124381263,0.18602060707323864,0.8083740755063756,0.251102860925434,0.0023640833170310736
RF,18,28,0.09444444444444444,0.5218093699515347,0.9976889408360681,0.15994057935132458,0.777422060369988,0.22130897800436702,0.0029372538742474972
RF,18,29,0.13617415470125058,0.632258064516129,0.9973680400430214,0.2240853658536585,0.8465287613681487,0.2926244821418845,0.003070765370765653
RF,18,30,0.08849214050067922,0.5685785536159601,0.9967376917891785,0.1531486146095718,0.8256800728477645,0.22342494468225604,0.003199631859534767
RF,18,31,0.10742838107928047,0.6379821958456974,0.9965988253620097,0.18389166072701355,0.8707175688404103,0.2608766806046551,0.003288306952536459
RF,18,32,0.09337779895188185,0.5810276679841897,0.9965370297280159,0.16089752360103982,0.837693467819118,0.23198077210911505,0.0034827834697429795
RF,18,33,0.09081934846989141,0.5366666666666666,0.9961592441120384,0.15534917380291885,0.8259833360682146,0.21967061775461874,0.003714271586095877
RF,18,34,0.11250694830461368,0.6081730769230769,0.9954523215279778,0.18988648090815272,0.8566933329908075,0.2602727272869355,0.004301760799908617
RF,18,35,0.10249920911104081,0.619108280254777,0.9950511751625387,0.1758798516239935,0.8472585419180856,0.2505655280811459,0.004279815697038667
