1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
0.0,0.0035956806828051596,0.05512467795920901,0.001398051660671722,0.058403114304112456,3.4188318019079474e-08,2.6885704729616896e-21,4.3366459935354836e-07,0.1530454179550311,8.59849445381064e-22,0.18278840009893138,3.806019920683399e-05,7.460205731931277e-11,1.7739501348832764e-19,0.31722061511892075,0.15623218826295332,6.04531953617805e-05,2.460304926117273e-22,6.652967981815144e-21,6.600918799080383e-08,7.016708719003822e-12,0.038677413578916034,9.58015447070832e-06,0.0005653926558236702,0.09188869977556403,0.15363119008655576,2.8440824845146835e-06,8.256665519869316e-17
0.0035956806828051596,0.0,6.333609903816868e-07,0.7504017185946482,0.2928577677977042,0.005600737846051722,1.2012564786328822e-12,0.02447966917398801,0.12514827227441094,1.8563733523784868e-38,0.08918851776854096,0.21616223662158607,9.383885282004662e-05,1.1442035177587692e-11,7.408660042970083e-05,5.5529265241017065e-06,6.363595106427657e-13,1.6082162050767054e-10,2.2886613793361906e-37,0.008839313843382208,1.7398802220267827e-05,0.4082886818580356,0.13356174938142157,0.631409632287937,0.233365698941434,0.09891422649778839,0.061017405294933026,1.1805283089623715e-08
0.05512467795920901,6.333609903816868e-07,0.0,1.5441242212772835e-07,8.180890298031041e-05,4.349670990949559e-14,2.3459180304081803e-29,1.0862199613811713e-12,0.0005288630224605575,8.020730644767528e-16,0.0006211047514276491,5.056269394708645e-10,3.080263167644269e-17,1.2821277752530631e-26,0.3681843241514092,0.5631971503870867,0.03133221879590835,8.708143104349069e-36,5.318807581963737e-15,8.557323530941143e-14,1.9642981838916925e-18,4.493585673475152e-05,4.750200847985492e-11,2.2340445589528307e-08,0.0002475691229586585,0.00036999504567949054,1.6189930540206593e-11,5.5193830027392e-25
0.001398051660671722,0.7504017185946482,1.5441242212772835e-07,0.0,0.17357980442245435,0.01458544143324352,1.0195808846884919e-11,0.05489249769248733,0.06604056383812078,2.5432571864384613e-39,0.04461360478005568,0.3637892969138512,0.00033395568163296495,7.742646674466517e-11,2.268172526991077e-05,1.4442219092730451e-06,1.0687969313774416e-13,2.6045695652147248e-09,3.1691211316430854e-38,0.02216839545084987,6.878098466696295e-05,0.2568803210085545,0.24450873136952844,0.8805626808402287,0.13549693800746118,0.04961541909195556,0.12194121875021063,7.884151752077365e-08
0.058403114304112456,0.2928577677977042,8.180890298031041e-05,0.17357980442245435,0.0,0.00015226830040090142,1.3059013136798428e-15,0.001025328404844853,0.6304879209615861,5.6513467093205924e-33,0.5318400818813841,0.02198319259205156,1.0834300661288067e-06,2.4736530902359373e-14,0.0032853720685154797,0.0005096379096481584,7.910188239398981e-10,1.7049657333406772e-14,6.172467189842831e-32,0.0002648211232596004,1.5128775506808843e-07,0.8337697466782605,0.01008019615227995,0.11940979420147452,0.868922409442935,0.575835932750103,0.003664456097405555,2.2348136728118376e-11
3.4188318019079474e-08,0.005600737846051722,4.349670990949559e-14,0.01458544143324352,0.00015226830040090142,0.0,4.415867809228247e-06,0.584402093600179,2.1042338274089817e-05,1.5671037264800493e-51,8.313379578327938e-06,0.11499807496686627,0.22054594423467855,9.902143516574927e-06,6.155721290253952e-11,7.395351030940602e-13,4.05413691760305e-22,0.003603430840487804,2.528972722267378e-50,0.859525616837551,0.1000527190122725,0.00040180573873140063,0.1729597503289465,0.01824113777346393,0.00010830365761485992,8.971547621885422e-06,0.3632226304044527,0.003229293822731083
2.6885704729616896e-21,1.2012564786328822e-12,2.3459180304081803e-29,1.0195808846884919e-11,1.3059013136798428e-15,4.415867809228247e-06,0.0,3.1567859873322007e-07,4.43021359073694e-17,6.601617322520447e-70,7.992067595006522e-18,1.3556712924812576e-09,0.0007459701593224078,0.9681236439382561,3.4206819928097717e-25,8.570256464159466e-28,5.731444923698205e-39,0.00911332707210981,1.6671155678175714e-68,1.794818445943566e-06,0.00318155132042319,8.639911177062708e-15,3.491189026904667e-09,1.1563747381799235e-11,9.229151742076725e-16,7.904345573166486e-18,5.577413452762623e-08,0.06338332252345445
4.3366459935354836e-07,0.02447966917398801,1.0862199613811713e-12,0.05489249769248733,0.001025328404844853,0.584402093600179,3.1567859873322007e-07,0.0,0.00017155959868474197,6.595412370073675e-50,7.539548804704611e-05,0.3001977153652037,0.07762906617646406,9.030695965475763e-07,1.1127446465619072e-09,1.7024552449654735e-11,1.6159041078870862e-20,0.00030269976237327743,1.0325690210168474e-48,0.7091942894818867,0.029171035405635447,0.002400977185000924,0.4166598678466795,0.06808396551350418,0.0007344171241831003,8.231118695975061e-05,0.7129566309313593,0.0004488465888540087
0.1530454179550311,0.12514827227441094,0.0005288630224605575,0.06604056383812078,0.6304879209615861,2.1042338274089817e-05,4.43021359073694e-17,0.00017155959868474197,0.0,1.1313560172400065e-30,0.8937922753281918,0.005538739276919965,1.0380820305185911e-07,1.1913073699351262e-15,0.013336093625795959,0.0027943346292753665,1.401130967967625e-08,1.40119661775043e-16,1.1729643991045515e-29,3.7971034317154945e-05,1.2838725055752271e-08,0.49416026016038794,0.0021718779871455663,0.040205703820070576,0.7613572490080059,0.9522921860187724,0.0007279651242888637,9.14230362084519e-13
8.59849445381064e-22,1.8563733523784868e-38,8.020730644767528e-16,2.5432571864384613e-39,5.6513467093205924e-33,1.5671037264800493e-51,6.601617322520447e-70,6.595412370073675e-50,1.1313560172400065e-30,0.0,6.567898953408946e-32,1.0493566475347673e-45,2.1303657982477515e-54,1.9851418134893814e-62,4.852012120431962e-18,2.80057459066084e-19,1.059674695477381e-09,2.12676360902993e-114,0.7126972337281077,8.71512926647566e-52,1.2407453930622596e-55,9.822656786709184e-33,2.7708143735721026e-49,1.0468370931435102e-43,4.650380009347869e-30,1.0084868047292851e-33,2.145973961317191e-47,3.753413915105608e-69
