1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
0.0,1.5238495779993847e-05,1.3205187218918795e-08,4.371541663070116e-59,2.726938203914158e-84,5.892632946801734e-67,6.839621284590832e-90,2.6405016020847145e-84,1.1926917580093807e-87,1.364603117080734e-172,1.544221078991181e-184,1.0367464181420957e-220,3.5650882961996793e-259,1.3232391408381483e-249,4.715162422134022e-298,0.0,2.3225603387525495e-260,1.9230684501527917e-253,3.4539481758346764e-270,1.378178817679113e-302,3.4977475182341334e-268,3.9688843611564246e-270,2.0154583780612303e-262,8.229830961959004e-289,1.0947285228611603e-243,2.3762185345909625e-197,3.127166989149045e-219,1.1828763594000971e-205,2.2187241281041153e-137,1.5767844643506519e-167,6.979135536659623e-143,4.6433794495217495e-157,4.73495090926586e-128,1.2180037772947736e-73,1.2298363285603647e-77,1.959293208206959e-51
1.5238495779993847e-05,0.0,0.23347232337967327,2.809220096280798e-32,2.789745767999738e-50,1.544044044251698e-36,1.8482908103694858e-53,2.755984267634414e-48,1.5471525932396325e-50,2.6997897766136485e-120,4.944841388973251e-128,2.547126399969491e-154,4.325176079347955e-186,1.6758659043438823e-177,3.041220581248926e-214,2.952895930009953e-249,1.5363706937244372e-180,4.6885260500116255e-177,1.2102405656891445e-186,5.330913125516429e-212,3.029419372004465e-183,1.1133961509617066e-182,1.3043388753275496e-176,4.263103451178738e-196,1.5352300401075034e-169,5.208640250066303e-124,6.166013708819995e-138,1.6228823516555141e-127,1.624465749262103e-75,1.904042995550492e-97,3.53125893492581e-78,1.8024073791232226e-87,8.465415745489872e-67,3.3788819056869242e-31,7.961003198642559e-34,1.1608894824165141e-20
1.3205187218918795e-08,0.23347232337967327,0.0,9.85386785138879e-28,1.30448864933234e-44,1.5265155456146249e-31,1.6417925456895903e-47,1.6571783902546446e-42,1.297383697407047e-44,2.4789495907020707e-111,1.3194713897601449e-118,1.447630517599773e-143,7.560593565148125e-174,1.1703388093614786e-165,1.2787124343495916e-200,7.973743219116043e-234,1.7451168319659246e-168,3.5238724497154207e-165,2.6367902809509867e-174,1.6100685412559752e-198,4.72682108229941e-171,1.6520765854381999e-170,1.0702553472791501e-164,2.3275783951554256e-183,5.1803182901263914e-158,3.22400461145908e-114,1.5509666160392243e-127,1.6189608197789824e-117,1.5478743923901082e-67,1.4320350592703473e-88,5.062686709270379e-70,6.750990466145831e-79,4.3676318788934475e-59,1.60273058887936e-25,5.716316161134108e-28,3.2358946474242976e-16
4.371541663070116e-59,2.809220096280798e-32,9.85386785138879e-28,0.0,0.005958063408853149,0.8278363722255339,0.004070963926561161,0.07243273343135256,0.03956319167879793,2.5847825628719655e-27,1.549048547209293e-28,1.018685149857138e-36,9.030717406412944e-52,7.890161947748788e-47,1.2233039000342783e-60,3.019407161933038e-83,5.993066545273553e-42,1.2375451183236434e-42,1.0001653401402055e-42,6.5354730298825325e-53,1.424750412589642e-39,2.1080125577634794e-37,4.676227364792513e-35,1.8247591559926434e-41,9.474164057822579e-40,2.8833748896043086e-15,9.8483041682402e-18,1.3591473824952229e-14,0.015603615475723743,2.544208247739235e-06,0.013940789776776744,0.0010544463247378322,0.32437005659727225,8.715817782848068e-05,0.0005889492087222111,6.183971412565525e-07
2.726938203914158e-84,2.789745767999738e-50,1.30448864933234e-44,0.005958063408853149,0.0,0.008630288816292665,0.9492617598880192,0.27979231495838774,0.4075761968295081,4.154722541122626e-16,1.0108661141252416e-16,1.8323056564349603e-22,2.541681668356252e-34,2.8664742679988395e-30,1.0049614349170916e-40,5.841772648624536e-60,1.340736378593243e-25,1.9904051993678686e-26,6.066616832198572e-26,1.153998934666063e-33,2.448790969099906e-23,1.7683488210367202e-21,9.140332254906302e-20,2.5391711260247108e-24,2.8468770085347402e-24,3.4063861280416336e-06,1.6145060067541813e-07,1.2342994224327535e-05,0.35737497195134016,0.17442120206071554,0.3588821183545311,0.8979731102951707,0.015745755763971084,2.499886661596617e-13,8.858042656041953e-12,1.7147558302902564e-16
5.892632946801734e-67,1.544044044251698e-36,1.5265155456146249e-31,0.8278363722255339,0.008630288816292665,0.0,0.0059185395216043235,0.10175079226062503,0.056427904934392446,1.3439564325654661e-27,6.546641483458846e-29,2.196920062080775e-37,1.0785505743601812e-52,1.0296448262563065e-47,6.251876062129116e-62,1.9874621316184703e-84,5.296594682983453e-43,1.3127519518011584e-43,6.955454164614723e-44,2.1507318859699013e-54,1.042626241223988e-40,1.515416593961714e-38,4.127401147186938e-36,8.142209876514032e-43,1.2341786919797363e-40,1.5292897971636006e-15,3.6296199027064995e-18,7.070282500489544e-15,0.02295179009166899,3.01997947486735e-06,0.020518428543606654,0.001497341426119469,0.4449223578441541,9.025239674682162e-06,8.877842101733639e-05,3.308769258090596e-08
6.839621284590832e-90,1.8482908103694858e-53,1.6417925456895903e-47,0.004070963926561161,0.9492617598880192,0.0059185395216043235,0.0,0.2411493436265323,0.3607332540317567,2.4653500110899917e-16,5.5269325472710304e-17,6.997770758781351e-23,6.080570482640159e-35,7.698241696590766e-31,1.5294266995673816e-41,7.107188273415346e-61,3.517457038624585e-26,5.429432067242956e-27,1.458798367737953e-26,1.7561107198925323e-34,6.4617388568075825e-24,4.927441453243091e-22,2.8629173602774193e-20,5.592930978375745e-25,8.785843144281914e-25,2.758121663298205e-06,1.1569527468336226e-07,1.0230998057140674e-05,0.3049625721914795,0.18663507261818757,0.30565197490836726,0.8328833553289102,0.010100964170871763,1.966399953924579e-14,9.475672711475963e-13,9.504096317613642e-18
2.6405016020847145e-84,2.755984267634414e-48,1.6571783902546446e-42,0.07243273343135256,0.27979231495838774,0.10175079226062503,0.2411493436265323,0.0,0.7879353232467008,3.428411582494318e-21,3.7862369317493295e-22,2.6621062914073355e-29,5.66575536008161e-43,1.9419573975632884e-38,6.907689534048881e-51,1.1127319960596766e-71,9.819333515354184e-34,1.8827469017320404e-34,2.3170646084649226e-34,1.3408257636023906e-43,1.9602987641757715e-31,2.15287964901057e-29,2.7632798142572234e-27,5.1893504371630265e-33,7.364567661224371e-32,5.769435282288673e-10,6.344574527330208e-12,2.570798634040801e-09,0.7258474098706692,0.00538476175890415,0.712192386638163,0.22044599737217097,0.2186548330201188,6.263605706615873e-11,1.9682512790719137e-09,4.85144531979246e-14
1.1926917580093807e-87,1.5471525932396325e-50,1.297383697407047e-44,0.03956319167879793,0.4075761968295081,0.056427904934392446,0.3607332540317567,0.7879353232467008,0.0,2.907006391663098e-20,3.597175397749356e-21,3.9466834511290365e-28,1.4835545853303924e-41,4.343169122253311e-37,2.798345558817612e-49,8.316422559552939e-70,2.1306040250395968e-32,3.970582979498338e-33,5.441736228572616e-33,4.848179142119332e-42,4.194420075924791e-30,4.37797000665503e-28,5.0237751008815384e-26,1.3110544806383034e-31,1.3644256862033307e-30,3.34172976560581e-09,4.589255005429093e-11,1.459610916097638e-08,0.9721750316638125,0.013223433250507392,0.9607761323535448,0.36447394494401864,0.11862641709684929,5.345927341693331e-12,2.0825010727085793e-10,3.243954177899295e-15
1.364603117080734e-172,2.6997897766136485e-120,2.4789495907020707e-111,2.5847825628719655e-27,4.154722541122626e-16,1.3439564325654661e-27,2.4653500110899917e-16,3.428411582494318e-21,2.907006391663098e-20,0.0,0.9531746315053106,0.30346001937639344,0.0006010868700311587,0.009105646927066433,3.007871223820725e-05,1.92124419051212e-13,0.2351177941787913,0.12621579306894792,0.2636921330614995,0.012074060094298122,0.6548564045839563,0.9194922331088942,0.6276755270168788,0.6811613373334153,0.2653146135119032,2.2179384587348404e-06,1.3548813207004742e-05,2.547488548669344e-07,3.359792083075691e-24,1.0100109390303725e-15,1.7795637732023668e-24,1.7262063811399306e-21,2.351242546005507e-31,3.493686559078858e-59,6.929866130800954e-56,2.6707548223334174e-64
