Scenario,Model,K,Retrain,Training Time,Testing Time,Test P,Test R,Test A,Test F,Test AUC,Test MCC,Test B
SEA,GBDT,15,True,0.10781196100288071,0.932464612997137,0.5569620253164557,0.13707165109034267,0.9838751356659259,0.22,0.9445382014502977,0.2708787766690693,0.014590860117231028
AWE,GBDT,15,True,0.44592139999440406,0.907140444003744,0.5352112676056338,0.11838006230529595,0.9836684066360019,0.19387755102040818,0.9457606170804527,0.24640978050773454,0.014211003403873965
SEA,GBDT,16,True,0.31873169699974824,1.1827857460011728,0.7438423645320197,0.361244019138756,0.9869928644240571,0.4863123993558776,0.9586355727048647,0.5129933193413003,0.013597117375651339
AWE,GBDT,16,True,1.823293156005093,1.267928271990968,0.7524271844660194,0.3708133971291866,0.9871967380224261,0.49679487179487175,0.9576674010983329,0.5229062571642299,0.013689771497618769
SEA,GBDT,17,True,1.7097908610012382,1.2144701729994267,0.7914438502673797,0.3089770354906054,0.9841303881621274,0.4444444444444444,0.9486945309588823,0.48866020078135475,0.016097081504240975
AWE,GBDT,17,True,14.743247966995114,1.299149722995935,0.7969543147208121,0.3277661795407098,0.9844735149045679,0.46449704142011833,0.9524266888416671,0.5052502376908808,0.015398975195559926
SEA,GBDT,18,True,1.4422680330026196,2.4735393790033413,0.7079646017699115,0.25806451612903225,0.9939841712795645,0.37825059101654845,0.9688111229682652,0.4252118813164892,0.006780461282764367
AWE,GBDT,18,True,11.06700877500407,2.421699130005436,0.6974789915966386,0.267741935483871,0.9939841712795645,0.38694638694638694,0.9697975250585592,0.429856064638821,0.006665265459436276
SEA,GBDT,19,True,1.1921977259917185,1.523077229008777,0.7975460122699386,0.17735334242837653,0.9750304267598445,0.2901785714285714,0.9677044622734938,0.3690387819025651,0.018609450390957346
AWE,GBDT,19,True,10.113783745997353,1.4604428690072382,0.8125,0.2305593451568895,0.9763260178241923,0.359192348565356,0.9708647581635073,0.42536627790295733,0.017506947755695036
SEA,GBDT,20,True,1.7982140870008152,1.2647478069993667,0.852112676056338,0.599009900990099,0.99524697110904,0.7034883720930232,0.9614612180947137,0.7122569134066289,0.007572801156265988
AWE,GBDT,20,True,12.474963546992512,1.219264810992172,0.8531468531468531,0.6039603960396039,0.9952935694315005,0.7072463768115943,0.9582323812398175,0.7156544132800556,0.007721296807576309
SEA,GBDT,21,True,0.4388327649940038,1.1061017289903248,0.65,0.18439716312056736,0.9929431072210065,0.287292817679558,0.9499227595881918,0.34380044936007426,0.00817274519931774
AWE,GBDT,21,True,2.985395983007038,1.1149132880091202,0.6444444444444445,0.20567375886524822,0.9929978118161925,0.3118279569892473,0.955012298644158,0.36155085931960074,0.007999187218723698
SEA,GBDT,22,True,0.5065193350019399,1.256056775993784,0.6055045871559633,0.24535315985130113,0.988225721533528,0.34920634920634924,0.9364696019507355,0.38068883008054283,0.011585887367324906
AWE,GBDT,22,True,4.446667401993182,1.2549088050000137,0.6576576576576577,0.27137546468401486,0.9888000765806729,0.3842105263157895,0.9346804423186182,0.41799327712549567,0.011584946753231221
SEA,GBDT,23,True,0.8012399779981934,1.4396036910038674,0.4406779661016949,0.20392156862745098,0.9888966855161596,0.27882037533512066,0.9208269124436026,0.2948840553860948,0.011850985744883663
AWE,GBDT,23,True,5.8660675959981745,1.492102722011623,0.45588235294117646,0.24313725490196078,0.988979238040203,0.3171355498721228,0.9234834431019195,0.3278896032461935,0.011788321747923745
SEA,GBDT,24,True,1.2599194250069559,1.5539013439993141,0.36470588235294116,0.1099290780141844,0.9875464456330897,0.16893732970027248,0.8964600967520139,0.19537314976075473,0.012949502170649602
AWE,GBDT,24,True,10.297210054995958,1.5714677850046428,0.36666666666666664,0.11702127659574468,0.9875056143072966,0.1774193548387097,0.9089904580940973,0.2021741056211293,0.013029077004045134
SEA,GBDT,25,True,0.7304990440024994,1.3143576690054033,0.4722222222222222,0.12781954887218044,0.9865121390748327,0.20118343195266272,0.9426045558915515,0.24080365482563243,0.012938229287863097
AWE,GBDT,25,True,5.331733307000832,1.286705398990307,0.5057471264367817,0.16541353383458646,0.9867619142771505,0.24929178470254956,0.9425743885838533,0.28414470294353217,0.012427841619613142
SEA,GBDT,26,True,1.6214352160022827,1.6547167139942758,0.6847826086956522,0.17647058823529413,0.9876112304387848,0.2806236080178174,0.9552248276327837,0.343638588292992,0.01164932939856993
AWE,GBDT,26,True,14.179006755002774,1.6599673129967414,0.6363636363636364,0.19607843137254902,0.9874578091439091,0.29978586723768735,0.9543702762069246,0.3487648713518838,0.011576701282353798
SEA,GBDT,27,True,0.6481613959913375,1.3041866120038321,0.8125,0.48148148148148145,0.9936311698042521,0.6046511627906976,0.9691807014223988,0.6226930427420845,0.0072310173343217475
AWE,GBDT,27,True,3.8222895370126935,1.3487828650104348,0.8,0.5,0.9936779994380444,0.6153846153846154,0.9687490144132211,0.6296346209435034,0.006955740832998327
SEA,GBDT,28,True,0.5863887130108196,1.2678647169959731,0.66,0.23741007194244604,0.994089096064203,0.3492063492063492,0.9649986251927342,0.3936238859483284,0.006940379411987335
AWE,GBDT,28,True,4.271793683001306,1.3814738799992483,0.6222222222222222,0.2014388489208633,0.9938488154164064,0.30434782608695654,0.9708104053767146,0.3517890411756186,0.006524501194792197
SEA,GBDT,-1,False,0,0,0.6850094876660342,0.2468094804010939,0.9886131587929888,0.36287485340928133,0.9520498463154379,0.4069310310798495,0.011321889344383228
AWE,GBDT,-1,False,0,0,0.6876100998238402,0.2668641750227894,0.9887748441532778,0.3845017238548678,0.9538224492419775,0.4240525610856186,0.011080291105234523
SEA,GBDT,15,True,0.06663313099124935,0.6484839740005555,0.5483870967741935,0.1059190031152648,0.9837200888934828,0.17754569190600522,0.944899859004307,0.236058095974934,0.014455841520002384
AWE,GBDT,15,True,0.3394338259968208,0.7227599949983414,0.5,0.11838006230529595,0.9834099953485969,0.19143576826196473,0.9443293765475637,0.2376606050502765,0.014547366941372028
SEA,GBDT,16,True,0.22674089099746197,0.8157272249954985,0.7616580310880829,0.35167464114832536,0.9870744138634047,0.4811783960720131,0.9598267334052747,0.5123542639776172,0.013552873071888813
AWE,GBDT,16,True,1.1193162020063028,0.886268863992882,0.7740384615384616,0.38516746411483255,0.9876044852191641,0.5143769968051118,0.95986513873653,0.5409022142304465,0.012989810389380456
SEA,GBDT,17,True,1.1980856640002457,0.8482683350011939,0.8277777777777777,0.31106471816283926,0.984516405747373,0.45220030349013657,0.9500947758200343,0.5019472610029262,0.015872611001401315
AWE,GBDT,17,True,10.583413832995575,0.9521411190071376,0.7677725118483413,0.33820459290187893,0.9843019515333477,0.4695652173913043,0.9553059831910278,0.5033943138736467,0.014889218546937026
SEA,GBDT,18,True,0.8829957380075939,1.6215835309994873,0.6859504132231405,0.267741935483871,0.9939384235326411,0.3851508120649652,0.9670447992342722,0.42622492288561076,0.006854778089650468
AWE,GBDT,18,True,7.130634450004436,1.8004074369964655,0.6229508196721312,0.24516129032258063,0.993595315430715,0.35185185185185186,0.9699206256019405,0.38826932835141087,0.006322846679080933
