Scenario,Model,K,Retrain,Training Time,Testing Time,Test P,Test R,Test A,Test F,Test AUC,Test MCC,Test B
SEA,CART,15,True,0.05851765900297323,0.22801927399996202,0.4,0.24299065420560748,0.9813943873068376,0.3023255813953488,0.9253769817491455,0.3028729110357506,0.02395360972961524
AWE,CART,15,True,0.43507173800026067,0.2546728660017834,0.375,0.1308411214953271,0.9819628921391287,0.19399538106235562,0.8962286762842363,0.2141065180125305,0.02289807960968788
SEA,CART,16,True,0.089686277002329,0.3223231099982513,0.4481792717086835,0.3827751196172249,0.98144750254842,0.41290322580645167,0.9427169598538255,0.4048338009072126,0.02320093089660662
AWE,CART,16,True,0.6173537259965087,0.37047279800026445,0.48872180451127817,0.15550239234449761,0.9828338430173292,0.23593466424682397,0.9287345909772677,0.26908965403354906,0.02122892519146793
SEA,CART,17,True,0.11255934299697401,0.30435575699812034,0.4447592067988669,0.3277661795407098,0.9777825434269783,0.3774038461538462,0.9229659629834006,0.3707879776361555,0.026732075396905204
AWE,CART,17,True,0.7393010439991485,0.2985593190023792,0.4,0.07933194154488518,0.9786403602830795,0.13240418118466898,0.923800679511638,0.1710995819166636,0.024165915950819183
SEA,CART,18,True,0.11710209200100508,0.5617029599961825,0.3425196850393701,0.2806451612903226,0.9910791893499246,0.30851063829787234,0.9393866375159031,0.3055954551259145,0.015157745693359927
AWE,CART,18,True,0.7401778790008393,0.5450355029970524,0.5597014925373134,0.24193548387096775,0.9932750812022508,0.33783783783783783,0.9373535278170814,0.36517632315388027,0.012590965620279039
SEA,CART,19,True,0.13658427100017434,0.3283620630027144,0.47058823529411764,0.2073669849931787,0.970476227866986,0.28787878787878785,0.9572137832589217,0.29950025422141946,0.02626990081002146
AWE,CART,19,True,1.1609787380002672,0.3365074999965145,0.6460905349794238,0.21418826739427013,0.9740096580424796,0.32172131147540983,0.9516510382147333,0.36239204843769146,0.026587951135067386
SEA,CART,20,True,0.163962178005022,0.277753209004004,0.5915492957746479,0.6237623762376238,0.9924044734389562,0.6072289156626506,0.939468915138762,0.6036130297369605,0.016336913626644533
AWE,CART,20,True,0.9572909260023152,0.29565053999976953,0.7577639751552795,0.6039603960396039,0.9944547996272134,0.6721763085399449,0.9531692902567139,0.673800877587709,0.015154771764158604
SEA,CART,21,True,0.08953447800013237,0.23672000900114654,0.4626865671641791,0.2198581560283688,0.9920131291028447,0.2980769230769231,0.9201626212709654,0.3154223449321148,0.016722520003284707
AWE,CART,21,True,0.6065500969998538,0.24040058300306555,0.54,0.19148936170212766,0.9925054704595186,0.28272251308900526,0.9251211781049334,0.3186377364123527,0.01567925281940388
SEA,CART,22,True,0.0744948139981716,0.2679304549965309,0.5724137931034483,0.30855018587360594,0.9881299956923372,0.40096618357487923,0.9050588191185929,0.41491983828678836,0.020119684332410105
AWE,CART,22,True,0.5348726219963282,0.27235577399551403,0.45977011494252873,0.14869888475836432,0.9867898339156655,0.2247191011235955,0.9067218940073427,0.2563356610197553,0.02132595810935912
SEA,CART,23,True,0.08790094500000123,0.30999915299616987,0.3046875,0.15294117647058825,0.987410740083378,0.20365535248041775,0.8989984229967642,0.2100726610038787,0.019393537863232245
AWE,CART,23,True,0.576949826994678,0.31256478499562945,0.24285714285714285,0.06666666666666667,0.987988607751682,0.10461538461538461,0.8884765886998884,0.12255002318611934,0.01912131018583652
SEA,CART,24,True,0.09670915100286948,0.3209900550064049,0.27611940298507465,0.13120567375886524,0.9860356865787432,0.17788461538461536,0.859502166271321,0.18396365761617692,0.020219838081892722
AWE,CART,24,True,0.6890592030031257,0.3207154530027765,0.32857142857142857,0.08156028368794327,0.9875056143072966,0.1306818181818182,0.8749555803787876,0.1591102565025154,0.01929016068509259
SEA,CART,25,True,0.09891862000222318,0.25355450400093105,0.3333333333333333,0.18421052631578946,0.9842641622539714,0.23728813559322035,0.9117403548360574,0.24040006321567914,0.020362798834589628
AWE,CART,25,True,0.6990877390053356,0.2568105350001133,0.2980769230769231,0.11654135338345864,0.9846138475372165,0.16756756756756755,0.9166279345082025,0.17973587801551477,0.021405340976175285
SEA,CART,26,True,0.0882353310007602,0.33907687699684175,0.5188679245283019,0.15406162464985995,0.9864605707272169,0.23758099352051837,0.9173495725336603,0.27774055246798784,0.018173491215264202
AWE,CART,26,True,0.5944567320038914,0.32765731700055767,0.4383561643835616,0.0896358543417367,0.9859619515188708,0.14883720930232558,0.8994584573086477,0.19363097287683537,0.020491132299614273
SEA,CART,27,True,0.11133487900224281,0.2705772550034453,0.7536231884057971,0.48148148148148145,0.9931628734663295,0.5875706214689266,0.9478328917904564,0.5992580053390786,0.01255880415004237
AWE,CART,27,True,0.7584366369992495,0.269024797999009,0.4523809523809524,0.08796296296296297,0.989697480565702,0.14728682170542637,0.9512149875772261,0.1962077994089389,0.016823295182833688
SEA,CART,28,True,0.08890520400018431,0.2720084640022833,0.5454545454545454,0.2158273381294964,0.9935604786390504,0.30927835051546393,0.9322637680856767,0.34049539215585467,0.013523450609140147
AWE,CART,28,True,0.5640341550024459,0.26319161600258667,0.3728813559322034,0.15827338129496402,0.9925993560478639,0.22222222222222218,0.9100775112856014,0.23972355522932792,0.02235295665766058
SEA,CART,-1,False,0,0,0.454302103250478,0.2707383773928897,0.9861459599619141,0.3392831643581322,0.928617860500941,0.3441763806637356,0.01934310287150997
AWE,CART,-1,False,0,0,0.4954640614096302,0.1618049225159526,0.9868226431364564,0.2439443394605738,0.9225579361031394,0.2780582046651672,0.019566950112335307
SEA,CART,15,True,0.05841813500592252,0.2340776300043217,0.40298507462686567,0.16822429906542055,0.9820662566540906,0.23736263736263738,0.9286051315097541,0.25262319205557204,0.024057242929353722
AWE,CART,15,True,0.4382643499993719,0.25293556399992667,0.3776223776223776,0.16822429906542055,0.9816011163367616,0.23275862068965517,0.9294072778139052,0.24389625924562508,0.0233469683654275
SEA,CART,16,True,0.09370722099993145,0.309827001998201,0.6075949367088608,0.3444976076555024,0.9850356778797146,0.43969465648854966,0.9425579300260819,0.45069742082342623,0.021785898004787727
AWE,CART,16,True,0.5894563010006095,0.31107666900061304,0.30337078651685395,0.1937799043062201,0.9786748216106014,0.23649635036496353,0.9309885968914903,0.23208103829519083,0.020453720205487993
SEA,CART,17,True,0.11354363900318276,0.30436777099384926,0.6436363636363637,0.3695198329853862,0.9828436628779755,0.46949602122015915,0.9394720126555478,0.47988225035009896,0.023601164641560368
AWE,CART,17,True,0.7427956069950596,0.30347114100004546,0.6901408450704225,0.3068893528183716,0.9829294445635857,0.42485549132947975,0.9401949216908729,0.45324768408888466,0.020770012295923297
SEA,CART,18,True,0.11647677199653117,0.5485565249982756,0.5827814569536424,0.2838709677419355,0.9934809460634064,0.3817787418655098,0.9524213241501492,0.4039180877378252,0.011707390915017275
AWE,CART,18,True,0.7407698829993024,0.5584165749969543,0.6226415094339622,0.2129032258064516,0.9935038199368681,0.3173076923076923,0.9508238781613023,0.3616664694277084,0.009912601347174897
SEA,CART,19,True,0.14270235699950717,0.32451879599830136,0.7823691460055097,0.3874488403819918,0.9792705429704369,0.5182481751824817,0.9609022060057066,0.5419944708770784,0.02309909676179749
AWE,CART,19,True,1.1435078530048486,0.328820506001648,0.6824034334763949,0.21691678035470668,0.9745593027364454,0.32919254658385094,0.9543920146711894,0.37565681070775564,0.02377800557120754
