Dataset,Model,Period,AUC,Time,Hyper
Backblaze,cart,7,0.9473901666861111,1.9694987290004065,"{'splitter': 'best', 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 110, 'criterion': 'entropy', 'class_weight': None}"
Backblaze,cart,8,0.9453448594674556,2.3983670369998435,"{'splitter': 'random', 'min_samples_split': 8, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 70, 'criterion': 'gini', 'class_weight': 'balanced'}"
Backblaze,cart,9,0.9542112492770388,2.16689462100112,"{'splitter': 'best', 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 110, 'criterion': 'entropy', 'class_weight': None}"
Backblaze,cart,10,0.9403884875653508,1.5619167060012842,"{'splitter': 'best', 'min_samples_split': 8, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 40, 'criterion': 'entropy', 'class_weight': 'balanced'}"
Backblaze,cart,11,0.9568980077005411,1.6793170199998713,"{'splitter': 'best', 'min_samples_split': 8, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 10, 'criterion': 'gini', 'class_weight': None}"
Backblaze,cart,12,0.9095358105565585,1.7933758130002388,"{'splitter': 'best', 'min_samples_split': 8, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': None, 'criterion': 'gini', 'class_weight': 'balanced'}"
Backblaze,cart,13,0.953975097240171,1.5518317410005693,"{'splitter': 'best', 'min_samples_split': 8, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 70, 'criterion': 'entropy', 'class_weight': None}"
Backblaze,cart,14,0.9394534417080211,1.7478762150003604,"{'splitter': 'best', 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 10, 'criterion': 'gini', 'class_weight': None}"
Backblaze,cart,15,0.9625277366863906,1.8193439279984887,"{'splitter': 'random', 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': None, 'criterion': 'entropy', 'class_weight': 'balanced'}"
Backblaze,cart,16,0.9123163265306122,1.5977358860000095,"{'splitter': 'best', 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': None, 'criterion': 'entropy', 'class_weight': None}"
Backblaze,cart,17,0.9071378410680974,2.273826390000977,"{'splitter': 'best', 'min_samples_split': 8, 'min_samples_leaf': 4, 'max_features': 'auto', 'max_depth': 50, 'criterion': 'entropy', 'class_weight': None}"
Backblaze,cart,18,0.9217995605178486,2.082633513999099,"{'splitter': 'random', 'min_samples_split': 8, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': 110, 'criterion': 'gini', 'class_weight': 'balanced'}"
Backblaze,cart,19,0.8629523026315791,2.4347490000000107,"{'splitter': 'random', 'min_samples_split': 8, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': 80, 'criterion': 'entropy', 'class_weight': None}"
Backblaze,cart,20,0.9273675204862335,2.045145877998948,"{'splitter': 'best', 'min_samples_split': 4, 'min_samples_leaf': 4, 'max_features': 'auto', 'max_depth': 30, 'criterion': 'gini', 'class_weight': None}"
Backblaze,cart,21,0.9014550154711072,2.549430855000537,"{'splitter': 'best', 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'log2', 'max_depth': 90, 'criterion': 'gini', 'class_weight': None}"
Backblaze,cart,22,0.9246561562167763,2.4242807339996943,"{'splitter': 'random', 'min_samples_split': 4, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 30, 'criterion': 'gini', 'class_weight': None}"
Backblaze,cart,23,0.9187598399815955,2.7006524839998747,"{'splitter': 'best', 'min_samples_split': 8, 'min_samples_leaf': 4, 'max_features': 'auto', 'max_depth': None, 'criterion': 'entropy', 'class_weight': None}"
Backblaze,cart,24,0.9013420075010221,2.6698110550005367,"{'splitter': 'best', 'min_samples_split': 4, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 90, 'criterion': 'entropy', 'class_weight': 'balanced'}"
Backblaze,cart,25,0.92724016796809,1.940934723999817,"{'splitter': 'random', 'min_samples_split': 8, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 30, 'criterion': 'gini', 'class_weight': None}"
Backblaze,cart,26,0.9189574668833894,3.3089995379996253,"{'splitter': 'best', 'min_samples_split': 4, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': 10, 'criterion': 'gini', 'class_weight': 'balanced'}"
Backblaze,cart,27,0.8514520982080241,3.6965040840004804,"{'splitter': 'best', 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 100, 'criterion': 'gini', 'class_weight': None}"
Backblaze,cart,28,0.8570922801120057,3.7211795820003317,"{'splitter': 'best', 'min_samples_split': 4, 'min_samples_leaf': 4, 'max_features': 'auto', 'max_depth': 10, 'criterion': 'gini', 'class_weight': None}"
Backblaze,cart,29,0.8798780545782072,5.409216457999719,"{'splitter': 'best', 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'auto', 'max_depth': 80, 'criterion': 'entropy', 'class_weight': None}"
Backblaze,cart,30,0.8802802617213187,4.265608712999892,"{'splitter': 'best', 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 110, 'criterion': 'entropy', 'class_weight': None}"
Backblaze,cart,31,0.8714896314164776,5.646938272000625,"{'splitter': 'best', 'min_samples_split': 4, 'min_samples_leaf': 4, 'max_features': 'log2', 'max_depth': 110, 'criterion': 'gini', 'class_weight': 'balanced'}"
Backblaze,cart,32,0.8801654845412363,5.580911852999634,"{'splitter': 'best', 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 10, 'criterion': 'entropy', 'class_weight': 'balanced'}"
Backblaze,cart,33,0.8526318055555554,6.626628134999919,"{'splitter': 'best', 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'auto', 'max_depth': 70, 'criterion': 'entropy', 'class_weight': None}"
Backblaze,cart,34,0.8828599557368713,9.963767178000126,"{'splitter': 'best', 'min_samples_split': 4, 'min_samples_leaf': 4, 'max_features': 'log2', 'max_depth': 10, 'criterion': 'gini', 'class_weight': 'balanced'}"
Backblaze,cart,35,0.8861505169846418,8.495905838999533,"{'splitter': 'best', 'min_samples_split': 4, 'min_samples_leaf': 4, 'max_features': 'log2', 'max_depth': 10, 'criterion': 'gini', 'class_weight': None}"
Backblaze,cart,36,0.930662145004053,5.528479430000516,"{'splitter': 'best', 'min_samples_split': 8, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 10, 'criterion': 'gini', 'class_weight': None}"
Backblaze,rf,1,0.989101610818122,202.59770283699982,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 70, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 4, 'n_estimators': 87}"
Backblaze,rf,2,0.9723263897945447,158.10354860699954,"{'bootstrap': True, 'class_weight': None, 'criterion': 'entropy', 'max_depth': 90, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 8, 'n_estimators': 82}"
Backblaze,rf,3,0.9847724851497933,153.53276923199883,"{'bootstrap': False, 'class_weight': None, 'criterion': 'entropy', 'max_depth': 90, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 8, 'n_estimators': 79}"
Backblaze,rf,4,0.9876786448042829,78.55149989900019,"{'bootstrap': True, 'class_weight': None, 'criterion': 'entropy', 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 8, 'n_estimators': 77}"
Backblaze,rf,5,0.9791578157777824,76.35071332799998,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 30, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 18}"
Backblaze,rf,6,0.9785766261355451,104.77967269599867,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 8, 'n_estimators': 30}"
Backblaze,rf,7,0.9836673988864857,76.0149281440008,"{'bootstrap': True, 'class_weight': None, 'criterion': 'entropy', 'max_depth': 90, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 23}"
Backblaze,rf,8,0.9738963110207102,101.38324405599997,"{'bootstrap': False, 'class_weight': None, 'criterion': 'entropy', 'max_depth': 110, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 58}"
Backblaze,rf,9,0.9807424483411326,80.5972804940011,"{'bootstrap': True, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 70, 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 8, 'n_estimators': 58}"
Backblaze,rf,10,0.9866387292602482,51.66401123600008,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 110, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 8, 'n_estimators': 31}"
Backblaze,rf,11,0.974000162047295,57.49341071100025,"{'bootstrap': True, 'class_weight': None, 'criterion': 'entropy', 'max_depth': 50, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 4, 'n_estimators': 74}"
Backblaze,rf,12,0.9594021498778459,59.906882614001006,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 8, 'n_estimators': 23}"
Backblaze,rf,13,0.9900237802740316,47.61813097400045,"{'bootstrap': True, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 110, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 97}"
Backblaze,rf,14,0.98790676566651,59.28817780800091,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 30, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 8, 'n_estimators': 79}"
Backblaze,rf,15,0.9822207840236686,53.10909871699914,"{'bootstrap': False, 'class_weight': None, 'criterion': 'entropy', 'max_depth': 30, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 4, 'n_estimators': 19}"
