Dataset,Scenario,Model,Round,Testing Period,Retrain,Training Time,Testing Time,Test P,Test R,Test A,Test F,Test AUC,Test MCC,Test B
Google,AUE,Online,1,15,False,6.060857300995848,21.735462276032194,0.1666666666666666,0.0031152647975077,0.9832032663186728,0.0061162079510703,0.7204901188410978,0.0206936122873896,0.0197209030091371
Google,HT,Online,1,16,True,1.573972987011075,2.3402031579753384,0.2078431372549019,0.1267942583732057,0.976880733944954,0.1575037147102526,0.5917211106067587,0.151098892246508,0.0228175875131358
Google,ARF,Online,1,16,True,116.56577158696018,68.72113901807461,0.3520710059171598,0.284688995215311,0.9788786952089704,0.3148148148148148,0.9081178251745656,0.3059825586433166,0.0191871821537224
Google,AUE,Online,1,16,True,25.439916764036752,30.25167631998193,0.296,0.0885167464114832,0.9808766564729868,0.1362799263351749,0.6671291846180991,0.1542571672558137,0.0245886762683181
Google,HT,Online,1,17,True,1.8513800440123305,2.503895820933394,0.3121827411167513,0.2567849686847599,0.9731074415612266,0.2817869415807561,0.6093396830481557,0.2695461470639214,0.0271451664084961
Google,ARF,Online,1,17,True,126.08354606002104,66.59981690510176,0.8279569892473119,0.3215031315240083,0.9846879691185932,0.4631578947368422,0.904573356137308,0.5104239427727226,0.0177969163989023
Google,AUE,Online,1,17,True,30.21133497194387,29.02153314091265,0.3677685950413223,0.18580375782881,0.9767102723568518,0.246879334257975,0.8365562323123837,0.2506818454953085,0.0254487854224135
Google,HT,Online,1,18,True,2.090281674056314,12.282136066933164,0.1470588235294117,0.0967741935483871,0.9896152614483736,0.1167315175097276,0.6656591471172253,0.1142151325138402,0.0099489383174191
Google,ARF,Online,1,18,True,152.11485178594012,120.760382851935,0.6666666666666666,0.1290322580645161,0.9933665766960976,0.2162162162162162,0.890367763337812,0.2914089915433485,0.0073929697388927
Google,AUE,Online,1,18,True,34.4052140689455,66.19384971505497,0.1629955947136563,0.1193548387096774,0.989409396587218,0.1378026070763501,0.8293470877971059,0.1342353728452729,0.0111235383133178
Google,HT,Online,1,19,True,1.3356537090148777,4.1426873919554055,0.2731152204836416,0.2619372442019099,0.958698127282007,0.2674094707520892,0.6955837146005004,0.2462259647674045,0.0359858292060105
Google,ARF,Online,1,19,True,96.88588701700792,72.70004346605856,0.6702619414483821,0.5934515688949522,0.9798987083349692,0.6295224312590448,0.9498134170527316,0.6204425664315693,0.0248028915483084
Google,AUE,Online,1,19,True,24.26372525596525,40.00603079504799,0.3389830508474576,0.2455661664392905,0.96450865690393,0.2848101265822785,0.819413841782205,0.2707446357205398,0.0324283888829221
Google,HT,Online,1,20,True,3.0348435480846088,2.193299037986435,0.3857142857142857,0.5346534653465347,0.987604846225536,0.4481327800829876,0.8140934012960992,0.4480688285566078,0.0122047445473495
Google,ARF,Online,1,20,True,217.4866174790077,57.52488089096733,0.8682170542635659,0.5544554455445545,0.995013979496738,0.6767371601208461,0.9215422918244408,0.6916338415056311,0.0058405150341468
Google,AUE,Online,1,20,True,54.66326829604805,31.873660305980597,0.4219409282700422,0.4950495049504951,0.9888630009319664,0.4555808656036446,0.9038173398203496,0.4514577569384367,0.0116782052741459
Google,HT,Online,1,21,True,0.8491413199808449,3.678394350921735,0.0516717325227963,0.1205673758865248,0.9761487964989058,0.0723404255319149,0.7438732576920776,0.0680229268589115,0.0232942135195007
Google,ARF,Online,1,21,True,62.285080233006745,52.170092746033326,0.4375,0.0496453900709219,0.9921772428884026,0.0891719745222929,0.8505940532507246,0.1454035233260388,0.0079874175884898
Google,AUE,Online,1,21,True,15.718688434106298,27.899449707008905,0.0761904761904762,0.0567375886524822,0.987417943107221,0.065040650406504,0.7451529735505842,0.0594925992017582,0.0133754110275069
Google,HT,Online,1,22,True,0.9091959429206328,2.4764805040322244,0.1710843373493976,0.2639405204460967,0.9740582970372852,0.2076023391812865,0.7213356835505463,0.1997791955004813,0.0276205063775794
Google,ARF,Online,1,22,True,43.3609201629879,58.94027513300534,0.1886792452830188,0.0743494423791821,0.983965921600536,0.1066666666666666,0.8721930598054455,0.1113587344254457,0.0150990933581831
Google,AUE,Online,1,22,True,11.693437502952293,31.33788801799529,0.1285714285714285,0.0669144981412639,0.9821471306179104,0.0880195599022004,0.7821627850470524,0.0842910124582557,0.0179852360423695
Google,HT,Online,1,23,True,1.372771967900917,3.1825225909706205,0.099047619047619,0.2039215686274509,0.9720972468733232,0.1333333333333333,0.6901245897992101,0.1290971432064764,0.0254733506049447
Google,ARF,Online,1,23,True,85.82685979106462,70.77395734493619,0.25,0.0509803921568627,0.9884013703718992,0.0846905537459283,0.8290057354495277,0.1088316507675895,0.0144420472080019
Google,AUE,Online,1,23,True,21.818768254946928,34.0757978099864,0.0546448087431694,0.0392156862745098,0.9827465224749248,0.045662100456621,0.813100823509781,0.0377162775205745,0.0177741827071266
Google,HT,Online,1,24,True,1.2028508229414,5.134521140018479,0.0588235294117647,0.1241134751773049,0.9670491200849292,0.0798175598631699,0.746796074609144,0.0699735748917143,0.0305548963283911
Google,ARF,Online,1,24,True,86.31577118602581,68.08188573794905,0.2314814814814815,0.0886524822695035,0.9861173492303296,0.1282051282051282,0.8340460247331967,0.1372206502842082,0.0164567404168329
Google,AUE,Online,1,24,True,21.150768583989706,36.55701565102208,0.1453488372093023,0.0886524822695035,0.983504144379568,0.1101321585903083,0.7670310613630884,0.1055000518560414,0.0177882687048495
Google,HT,Online,1,25,True,1.5412472760071978,4.3170223500346765,0.0557894736842105,0.1992481203007518,0.9445499050854232,0.0871710526315789,0.7688281114389862,0.0828489734356885,0.0485209774069011
Google,ARF,Online,1,25,True,91.98007718694862,55.12291988602374,0.2947368421052631,0.1052631578947368,0.9847637126586072,0.1551246537396121,0.8746365648324943,0.1697298262699315,0.0175173443606827
Google,AUE,Online,1,25,True,21.949365232954737,25.2117575770244,0.108695652173913,0.056390977443609,0.98131681486662,0.0742574257425742,0.7632987389494392,0.0694206545896139,0.0206944825625031
Google,HT,Online,1,26,True,1.6173192870337516,2.5861272090114653,0.0857787810383747,0.1064425770308123,0.9722307456274932,0.095,0.6211951084147446,0.081551793444089,0.0278546678414308
Google,ARF,Online,1,26,True,80.83710914105177,73.86733110994099,0.3679245283018868,0.1092436974789916,0.9852332003682112,0.1684665226781857,0.8615230186961038,0.1947532785103954,0.0152686729452697
Google,AUE,Online,1,26,True,20.44946004799567,29.17492739995941,0.1479591836734694,0.0812324929971988,0.9810141147591286,0.104882459312839,0.7804204785161196,0.1005526609094384,0.0191975408988305
Google,HT,Online,1,27,True,1.7721160940127447,6.162265214021318,0.1401273885350318,0.6111111111111112,0.9581343073897162,0.2279792746113989,0.8537882013435519,0.2791175559064371,0.0402905390105641
Google,ARF,Online,1,27,True,106.30767049908172,61.088169293012456,0.5104602510460251,0.5648148148148148,0.9901189472698324,0.5362637362637362,0.9383942557374292,0.531977704750383,0.0122391201888654
Google,AUE,Online,1,27,True,26.082059197011404,27.51713012601249,0.0625,0.037037037037037,0.9846398801161376,0.0465116279069767,0.8755329834281248,0.0406533747674517,0.0210120530496082
Google,HT,Online,1,28,True,1.019305569003336,3.4317154040327296,0.0430622009569378,0.0647482014388489,0.9841414772454228,0.0517241379310344,0.6410691475846899,0.0449888028125748,0.019114448101924
Google,ARF,Online,1,28,True,68.65637803310528,58.53931786306202,0.7586206896551724,0.158273381294964,0.9940410399346437,0.2619047619047618,0.9294495898201612,0.3448525961460469,0.0070901438035533
Google,AUE,Online,1,28,True,15.573057889007034,28.08926513697952,0.2631578947368421,0.1079136690647482,0.992022682493152,0.1530612244897959,0.7466863664366039,0.1650179910535245,0.0158266978710387
Google,HT,Online,1,-1,False,20.580915846046988,56.236865745857365,0.1476288010083504,0.2135369188696445,0.9734686300459306,0.1745691662785282,0.7031711393148541,0.1643918908026399,0.0256216418281348
Google,ARF,Online,1,-1,False,1363.6363934382098,941.1712051110808,0.5346489215236347,0.2654968094804011,0.9873136875640004,0.3548043246535709,0.89473151794958,0.3711518346292332,0.0140988782132328
Google,AUE,Online,1,-1,False,329.4799218008993,458.9454439789988,0.2299959790912746,0.1303555150410209,0.9828403925960082,0.1664,0.7967643175887305,0.1649582514523362,0.0189237663554082
Google,HT,Online,2,15,False,0.4271790030179545,1.7863083720440045,0.1469194312796208,0.0965732087227414,0.9757093389839268,0.1165413533834586,0.6097313878154311,0.1071383303924154,0.0243188680782879
Google,ARF,Online,2,15,False,32.115855289041065,55.518256252980784,0.4912280701754386,0.1744548286604361,0.9833066308336348,0.2574712643678161,0.8357424736263398,0.2860739632281113,0.0189581712844624
Google,AUE,Online,2,15,False,5.802793157985432,21.03487207100261,0.32,0.0249221183800623,0.9829448550312676,0.0462427745664739,0.787966512049467,0.0854399156203356,0.0207440980472315
Google,HT,Online,2,16,True,1.661147345090285,2.551396167022176,0.1084558823529411,0.1411483253588516,0.9655861365953108,0.1226611226611226,0.6850178818001005,0.1063698490183146,0.0297347801949934
Google,ARF,Online,2,16,True,120.5664452619385,70.30251641292125,0.2065868263473053,0.1650717703349282,0.9749643221202854,0.1835106382978723,0.9089173904301854,0.1720692830710878,0.0216256420221769
Google,AUE,Online,2,16,True,23.416134912054986,30.78553582599852,0.3086419753086419,0.0598086124401913,0.9816921508664628,0.1002004008016032,0.7234651413564287,0.1296852000440065,0.0237526206148667
Google,HT,Online,2,17,True,2.0241643890039995,2.24043899809476,0.2259332023575638,0.2400835073068893,0.9674887411537636,0.2327935222672065,0.6453571001506248,0.2163057559433313,0.0306823551184108
Google,ARF,Online,2,17,True,146.2195514870109,69.99127226497512,0.75,0.3632567849686848,0.9844306240617628,0.4894514767932489,0.926229727006876,0.5155302913619826,0.0169834239123201
Google,AUE,Online,2,17,True,30.01849148410838,32.89098644501064,0.7202797202797203,0.2150313152400835,0.9821574093930946,0.3311897106109325,0.8664084215268643,0.3875051745389497,0.0224419928756228
Google,HT,Online,2,18,True,2.0007306738989428,6.920335565926508,0.0836550836550836,0.2096774193548387,0.9781097030971224,0.1195952161913523,0.7476171331581514,0.1227424068181186,0.0215952066784669
Google,ARF,Online,2,18,True,165.38492523797322,124.64084443997126,0.7126436781609196,0.2,0.9937554325449472,0.3123425692695214,0.930287489744718,0.3754793862069341,0.006444758525966
Google,AUE,Online,2,18,True,35.23858929204289,70.0966971629532,0.1812865497076024,0.1,0.9904158470195344,0.1288981288981288,0.8440249233083242,0.1300920592038906,0.0106630891967548
Google,HT,Online,2,19,True,1.5866615440463647,2.7264754610368978,0.1067961165048543,0.0450204638472032,0.9616819127635352,0.0633397312859885,0.7760146526594621,0.051714795065598,0.036161316495483
Google,ARF,Online,2,19,True,101.53182605502656,73.9719591140747,0.5561926605504587,0.6616643929058663,0.9750696870951278,0.6043613707165109,0.9558425229557193,0.593968718463047,0.0268383983321878
Google,AUE,Online,2,19,True,27.52042177703697,40.06494426808786,0.3604166666666666,0.2360163710777626,0.9659612893094108,0.2852431986809563,0.8766456088732151,0.274919728254927,0.0341335013057178
Google,HT,Online,2,20,True,3.4547398471040647,3.684910341049545,0.0391061452513966,0.0346534653465346,0.9828984156570364,0.0367454068241469,0.7812746558313749,0.0282021075815487,0.0161204137627933
Google,ARF,Online,2,20,True,208.0204161249567,56.68233811389655,0.8484848484848485,0.5544554455445545,0.9948741845293568,0.6706586826347306,0.9203577639728412,0.6836029896863096,0.0059060869117137
Google,AUE,Online,2,20,True,55.44981469202321,33.70536226197146,0.0267857142857142,0.0148514851485148,0.9856477166821994,0.019108280254777,0.8662405719826851,0.0130314995819646,0.0129014552067885
Google,HT,Online,2,21,True,0.917581864981912,1.7322572430130094,0.0397727272727272,0.0496453900709219,0.9834245076586432,0.0441640378548895,0.6315427086106931,0.0361313458267176,0.0202284530749614
Google,ARF,Online,2,21,True,53.890522056026384,51.048084749956615,0.4666666666666667,0.0992907801418439,0.9921772428884026,0.1637426900584795,0.9295706637357928,0.2126951917727236,0.0079797996215038
Google,AUE,Online,2,21,True,15.817515893024392,25.071963593014523,0.125,0.0638297872340425,0.9893326039387308,0.0845070422535211,0.7264891798909836,0.0843031262679938,0.0144456955892338
Google,HT,Online,2,22,True,0.5812168139964342,1.827219035942108,0.1818181818181818,0.1635687732342007,0.9797539845881396,0.172211350293542,0.657430275767792,0.162224222063471,0.0226245695472634
Google,ARF,Online,2,22,True,42.5646345600253,60.40286729903893,0.3258426966292135,0.1078066914498141,0.9856411238213756,0.1620111731843575,0.8388809118333281,0.1815762883278624,0.015492235020372
Google,AUE,Online,2,22,True,11.186209855019117,27.94181619398296,0.1148648648648648,0.0631970260223048,0.9816685014119562,0.0815347721822541,0.7516420757856729,0.0764132785528538,0.0196156635579938
Google,HT,Online,2,23,True,1.0895574149908498,2.7395897589158267,0.0311926605504587,0.0666666666666666,0.9683823832913692,0.0425,0.6824858576836375,0.0307219238388088,0.0290388712550043
Google,ARF,Online,2,23,True,76.1242425639648,67.48238297901115,0.4285714285714285,0.0235294117647058,0.9893920006604202,0.0446096654275092,0.8187420454582633,0.0985011236580812,0.0141705755046832
Google,AUE,Online,2,23,True,19.818824474001307,30.94069584202953,0.054054054054054,0.0313725490196078,0.9840260865975976,0.0397022332506203,0.7744168032639387,0.0334398114805305,0.0181979209237017
Google,HT,Online,2,24,True,1.0285879189614209,4.604524117894472,0.0757281553398058,0.1382978723404255,0.9706422767547264,0.0978670012547051,0.719943845981903,0.0882138198530329,0.0274405241363779
Google,ARF,Online,2,24,True,71.48891428101342,66.60982423403766,0.2409638554216867,0.0709219858156028,0.9867298191172268,0.1095890410958904,0.8477436736645328,0.1254161471700239,0.0162425476871888
Google,AUE,Online,2,24,True,19.60333721700589,29.390565465088,0.1419753086419753,0.0815602836879432,0.9837491323343268,0.1036036036036036,0.7315291276997097,0.0997859056344362,0.0185337600819795
Google,HT,Online,2,25,True,1.6153546300483868,3.66507756896317,0.050595238095238,0.0639097744360902,0.971625537016685,0.0564784053156146,0.7394136541231573,0.0425698360327621,0.0260668571550352
Google,ARF,Online,2,25,True,77.8932951700408,57.19390689302236,0.2612612612612613,0.1090225563909774,0.9840643420921172,0.1538461538461538,0.8763433492601493,0.1617103033013553,0.017526455357337
Google,AUE,Online,2,25,True,20.649294783943333,22.79389444598928,0.1241379310344827,0.0676691729323308,0.9812668598261564,0.0875912408759124,0.7530319571711782,0.0826916924140179,0.0203614468315851
Google,HT,Online,2,26,True,1.1096842449624091,3.2997973769670352,0.0776255707762557,0.0476190476190476,0.9792114145443388,0.0590277777777777,0.7061359951330328,0.0506333593836117,0.0236160487753322
Google,ARF,Online,2,26,True,77.29197548108641,74.14318361098412,0.3285714285714285,0.0644257703081232,0.9853866216630868,0.1077283372365339,0.8608773939286,0.1405839474150866,0.0171378166354959
Google,AUE,Online,2,26,True,20.39733243710361,30.283056749962267,0.12,0.042016806722689,0.9826633936790428,0.0622406639004149,0.8098197163368557,0.063492273536044,0.0184705634947011
Google,HT,Online,2,27,True,1.596034832065925,1.889068463002332,0.0519031141868512,0.0694444444444444,0.9777559239486748,0.0594059405940594,0.6570608093901452,0.0489146883132815,0.0290024499621401
Google,ARF,Online,2,27,True,107.016650584992,60.115266946028,0.5060240963855421,0.5833333333333334,0.990025288002248,0.5419354838709678,0.9423048450569976,0.5383061108527948,0.0118396897690011
Google,AUE,Online,2,27,True,26.24372177792248,26.99836333305575,0.1710526315789473,0.1203703703703703,0.9852018357216448,0.1413043478260869,0.8333129645399018,0.1361792250963248,0.0202470798195042
Google,HT,Online,2,28,True,1.1502331249648703,4.329543974017724,0.0123762376237623,0.0359712230215827,0.9743860829448796,0.0184162062615101,0.6168445214800583,0.009840091749048,0.023761835686767
Google,ARF,Online,2,28,True,68.42994166305289,59.28921658208128,0.6,0.0863309352517985,0.9935124225094912,0.1509433962264151,0.9331880214261102,0.2259232375277513,0.0074824954592216
Google,AUE,Online,2,28,True,15.822211876977232,25.470944253960624,0.2413793103448276,0.0503597122302158,0.992599356047864,0.0833333333333333,0.7461613292820026,0.1076370976676508,0.0163771532491908
Google,HT,Online,2,-1,False,20.24287364713382,43.99694244388957,0.0896289248334919,0.107338195077484,0.97394769778012,0.0976874416675308,0.7045569555702489,0.0849329542900185,0.025736724672191
Google,ARF,Online,2,-1,False,1348.539195816149,947.3919198929798,0.4993844891259746,0.2773473108477666,0.9868525848698432,0.3566300366300367,0.90395293705149,0.3661109501054939,0.0143783286856718
Google,AUE,Online,2,-1,False,326.98469363024924,447.4696979121072,0.2338183642749624,0.1061987237921604,0.9836847494775168,0.1460586115028992,0.8145190626755409,0.1501601682205182,0.0190147709535282
Google,HT,Online,3,15,False,0.4035456390120089,1.7156794689362869,0.0615384615384615,0.0373831775700934,0.9745723293193448,0.0465116279069767,0.537887353413268,0.0355068207639467,0.0263834625892657
Google,ARF,Online,3,15,False,31.403814560035247,55.17665014695376,0.4077669902912621,0.1308411214953271,0.9824280324564576,0.1981132075471698,0.8363542135315263,0.2240428581583436,0.0184869004692554
Google,AUE,Online,3,15,False,6.138480466906913,24.04168950999156,0.48,0.0373831775700934,0.9833583130911158,0.0693641618497109,0.7573227059385186,0.1304957368155055,0.0210251113890482
Google,HT,Online,3,16,True,1.3822693510446695,2.4377684429055084,0.1269841269841269,0.0191387559808612,0.981039755351682,0.0332640332640332,0.5383195395012229,0.0431052809113707,0.0214030497240461
Google,ARF,Online,3,16,True,115.71917792898606,67.47647481691092,0.2506887052341597,0.2177033492822966,0.9755759429153924,0.2330345710627401,0.8889249345471933,0.2212546557714151,0.0221366268258938
Google,AUE,Online,3,16,True,25.083672198001288,31.297084051999263,0.4242424242424242,0.0669856459330143,0.9825484199796126,0.1157024793388429,0.828273588068188,0.1634211180804825,0.0211249038680203
Google,HT,Online,3,17,True,2.1883701770566404,2.5489167110063136,0.1263035921205098,0.2275574112734864,0.9517906926871113,0.1624441132637853,0.5562767428347213,0.1461680197998125,0.0474970593543144
Google,ARF,Online,3,17,True,134.91003315302078,67.25228023692034,0.7192982456140351,0.3423799582463465,0.9837443705768818,0.4639321074964639,0.904300008300998,0.4895142445614662,0.0188707965197259
Google,AUE,Online,3,17,True,30.789397236076184,32.66833857900929,0.323671497584541,0.1398747390396659,0.9763242547716062,0.1953352769679299,0.8443078375681221,0.2022487988167084,0.0266599470373343
Google,HT,Online,3,18,True,2.1078857380198315,9.215658721048383,0.1701388888888889,0.1580645161290322,0.988563063269134,0.1638795986622073,0.7649911046573844,0.1582381963790768,0.0118759329413442
Google,ARF,Online,3,18,True,157.05989067803603,123.62798493599983,0.7272727272727273,0.1290322580645161,0.9934809460634064,0.2191780821917808,0.9185651076656004,0.304622001512578,0.0068835769580674
Google,AUE,Online,3,18,True,35.92065484100021,66.71358949190471,0.1925133689839572,0.1161290322580645,0.990278603778764,0.1448692152917505,0.8578728240966433,0.1448366228062639,0.0107611594091634
